Time_Point_(Week#),Media_type,Flow_type,Centrifuged,405nm_alkP,488nm_VFz_abs,560nm_alamB,488nm_VF_FL
1,Std,0,1,0.240,0.069,0.239,"70,256"
1,Std,50,1,0.360,0.215,0.731,"220,362"
1,Std,100,1,0.380,0.266,0.357,"272,799"
1,Std,150,1,0.340,0.209,0.838,"214,315"
2,Std,0,1,0.220,0.176,0.365,"180,313"
2,Std,50,1,0.380,0.219,0.616,"224,279"
2,Std,100,1,0.360,0.357,0.544,"365,855"
2,Std,150,1,0.360,0.351,0.785,"359,188"
3,Std,0,1,0.380,0.179,0.436,"183,122"
3,Std,50,1,0.580,0.400,0.722,"409,588"
3,Std,100,1,0.520,0.595,0.567,"609,405"
3,Std,150,1,0.480,0.352,0.685,"360,464"
4,Std,0,1,0.300,0.277,0.851,"283,215"
4,Std,50,1,0.730,0.531,0.961,"543,472"
4,Std,100,1,0.660,0.487,1.080,"499,053"
4,Std,150,1,0.590,0.439,0.648,"449,166"
5,Std,0,1,0.280,0.236,0.742,"241,411"
5,Std,50,1,0.620,0.289,0.717,"295,935"
5,Std,100,1,0.390,0.324,1.055,"332,144"
5,Std,150,1,0.350,0.390,0.411,"398,966"
6,Std,0,1,0.190,0.291,0.432,"297,705"
6,Std,50,1,0.380,0.276,0.750,"282,692"
6,Std,100,1,0.440,0.237,1.199,"243,041"
6,Std,150,1,0.470,0.428,0.613,"438,243"
7,Std,0,1,0.060,0.125,0.081,"128,476"
7,Std,50,1,0.460,0.164,0.435,"168,171"
7,Std,100,1,0.520,0.318,0.933,"325,880"
7,Std,150,1,0.520,0.504,0.545,"516,567"
1,Std,0,1,0.186,0.189,0.352,"212,992"
1,Std,50,1,0.321,0.123,0.693,"128,778"
1,Std,100,1,0.312,0.137,0.262,"131,389"
1,Std,150,1,0.285,0.138,0.519,"132,987"
2,Std,0,1,0.174,0.252,0.515,"265,974"
2,Std,50,1,0.310,0.134,0.669,"149,094"
2,Std,100,1,0.330,0.175,0.340,"182,477"
2,Std,150,1,0.271,0.201,0.685,"201,728"
3,Std,0,1,0.276,0.327,0.411,"325,755"
3,Std,50,1,0.522,0.373,0.602,"388,915"
3,Std,100,1,0.430,0.450,0.386,"498,125"
3,Std,150,1,0.317,0.439,0.543,"445,133"
4,Std,0,1,0.312,0.374,0.483,"407,798"
4,Std,50,1,0.659,0.875,0.879,"962,150"
4,Std,100,1,0.602,0.417,1.050,"390,349"
4,Std,150,1,0.600,0.483,0.483,"494,080"
5,Std,0,1,0.229,0.448,0.219,"459,694"
5,Std,50,1,0.333,0.841,0.480,"901,775"
5,Std,100,1,0.581,0.717,0.695,"677,376"
5,Std,150,1,0.575,0.552,0.376,"554,066"
6,Std,0,1,0.161,0.307,0.152,"298,711"
6,Std,50,1,0.267,0.253,0.405,"258,519"
6,Std,100,1,0.370,0.625,0.664,"645,878"
6,Std,150,1,0.543,0.571,0.611,"551,076"
7,Std,0,1,0.184,0.318,0.092,"333,578"
7,Std,50,1,0.374,0.719,0.369,"777,984"
7,Std,100,1,0.136,0.557,0.470,"559,596"
7,Std,150,1,0.541,0.493,0.561,"542,208"
1,Std,0,0,0.182,0.211,0.315,"198,042"
1,Std,50,0,0.333,0.133,0.693,"146,944"
1,Std,100,0,0.267,0.150,0.184,"158,515"
1,Std,150,0,0.187,0.157,0.502,"146,227"
2,Std,0,0,0.265,0.253,0.413,"257,065"
2,Std,50,0,0.424,0.106,0.650,"102,912"
2,Std,100,0,0.377,0.210,0.297,"207,872"
2,Std,150,0,0.376,0.211,0.643,"218,747"
3,Std,0,0,0.293,0.338,0.337,"367,309"
3,Std,50,0,0.580,0.487,0.576,"494,561"
3,Std,100,0,0.391,0.460,0.274,"477,266"
3,Std,150,0,0.409,0.523,0.540,"509,952"
4,Std,0,0,0.263,0.345,0.332,"368,353"
4,Std,50,0,0.678,0.864,0.887,"830,372"
4,Std,100,0,0.531,0.595,1.001,"635,290"
4,Std,150,0,0.591,0.497,0.446,"520,151"
5,Std,0,0,0.247,0.422,0.222,"461,455"
5,Std,50,0,0.592,0.871,0.417,"858,419"
5,Std,100,0,0.364,0.540,0.669,"555,909"
5,Std,150,0,0.336,0.536,0.342,"554,516"
6,Std,0,0,0.177,0.315,0.130,"325,018"
6,Std,50,0,0.369,0.472,0.426,"516,096"
6,Std,100,0,0.429,0.641,0.632,"618,660"
6,Std,150,0,0.362,0.525,0.586,"539,996"
7,Std,0,0,0.124,0.295,0.088,"320,614"
7,Std,50,0,0.194,0.465,0.392,"449,372"
7,Std,100,0,0.342,0.412,0.393,"455,455"
7,Std,150,0,0.356,0.441,0.519,"429,312"
1,Std,0,1,0.136,0.365,0.438,"395,346"
1,Std,50,1,0.295,0.432,0.705,"433,951"
1,Std,100,1,0.279,0.309,0.342,"329,974"
1,Std,150,1,0.224,0.272,0.571,"274,104"
2,Std,0,1,0.148,0.457,0.596,"477,757"
2,Std,50,1,0.303,0.511,0.722,"502,129"
2,Std,100,1,0.272,0.433,0.400,"440,986"
2,Std,150,1,0.223,0.425,0.773,"453,304"
3,Std,0,1,0.229,0.473,0.435,"493,230"
3,Std,50,1,0.443,0.678,0.574,"685,978"
3,Std,100,1,0.343,0.520,0.498,"513,311"
3,Std,150,1,0.271,0.468,0.604,"506,266"
4,Std,0,1,0.292,0.384,0.600,"433,357"
4,Std,50,1,0.607,0.480,0.918,"482,673"
4,Std,100,1,0.582,0.615,1.155,"657,736"
4,Std,150,1,0.580,0.627,0.498,"602,726"
5,Std,0,1,0.211,0.318,0.243,"317,522"
5,Std,50,1,0.261,0.354,0.504,"347,116"
5,Std,100,1,0.524,0.638,0.749,"663,183"
5,Std,150,1,0.562,0.480,0.416,"486,605"
6,Std,0,1,0.135,0.181,0.191,"181,187"
6,Std,50,1,0.246,0.233,0.414,"238,633"
6,Std,100,1,0.339,0.611,0.722,"604,611"
6,Std,150,1,0.462,0.367,0.550,"366,377"
7,Std,0,1,0.143,0.097,0.094,"108,544"
7,Std,50,1,0.289,0.176,0.369,"181,187"
7,Std,100,1,0.095,0.358,0.466,"402,350"
7,Std,150,1,0.503,0.163,0.508,"165,478"
1,Std,0,0,0.156,0.188,0.139,"191,324"
1,Std,50,0,0.290,0.303,0.651,"333,578"
1,Std,100,0,0.331,0.288,0.224,"293,601"
1,Std,150,0,0.138,0.260,0.630,"248,064"
2,Std,0,0,0.247,0.285,0.603,"288,768"
2,Std,50,0,0.507,0.436,0.972,"418,898"
2,Std,100,0,0.415,0.390,0.365,"396,165"
2,Std,150,0,0.453,0.389,0.699,"399,340"
3,Std,0,0,0.265,0.279,0.424,"280,412"
3,Std,50,0,0.489,0.531,0.778,"522,639"
3,Std,100,0,0.397,0.397,0.271,"391,373"
3,Std,150,0,0.423,0.374,0.498,"389,868"
4,Std,0,0,0.251,0.219,0.278,"232,929"
4,Std,50,0,0.675,0.658,0.894,"717,210"
4,Std,100,0,0.538,0.545,1.099,"578,406"
4,Std,150,0,0.549,0.598,0.416,"566,753"
5,Std,0,0,0.222,0.256,0.105,"265,421"
5,Std,50,0,0.545,0.309,0.677,"340,460"
5,Std,100,0,0.303,0.611,0.682,"607,580"
5,Std,150,0,0.309,0.324,0.389,"357,857"
6,Std,0,0,0.165,0.177,0.117,"183,654"
6,Std,50,0,0.290,0.336,0.664,"332,268"
6,Std,100,0,0.402,0.336,0.803,"327,680"
6,Std,150,0,0.316,0.475,0.586,"470,016"
7,Std,0,0,0.101,0.122,0.002,"129,270"
7,Std,50,0,0.132,0.201,0.463,"207,462"
7,Std,100,0,0.284,0.364,0.845,"350,515"
7,Std,150,0,0.311,0.329,0.510,"360,550"
1,Std,0,1,0.209,0.080,0.065,"81,183"
1,Std,50,1,0.359,0.274,0.617,"277,832"
1,Std,100,1,0.369,0.099,0.174,"99,226"
1,Std,150,1,0.328,0.142,0.640,"148,521"
2,Std,0,1,0.227,0.185,0.421,"173,758"
2,Std,50,1,0.349,0.193,0.946,"208,210"
2,Std,100,1,0.376,0.314,0.290,"303,773"
2,Std,150,1,0.335,0.147,0.606,"152,198"
3,Std,0,1,0.306,0.254,0.260,"262,878"
3,Std,50,1,0.612,0.373,0.686,"384,628"
3,Std,100,1,0.492,0.335,0.131,"378,286"
3,Std,150,1,0.391,0.392,0.437,"381,219"
4,Std,0,1,0.365,0.300,0.158,"323,437"
4,Std,50,1,0.682,0.476,0.941,"486,947"
4,Std,100,1,0.637,0.476,1.033,"475,257"
4,Std,150,1,0.658,0.344,0.403,"378,807"
5,Std,0,1,0.269,0.300,0.089,"305,177"
5,Std,50,1,0.399,0.431,0.660,"399,697"
5,Std,100,1,0.615,0.574,0.645,"601,906"
5,Std,150,1,0.608,0.426,0.361,"451,577"
6,Std,0,1,0.171,0.221,0.072,"223,583"
6,Std,50,1,0.338,0.232,0.641,"249,850"
6,Std,100,1,0.424,0.438,0.822,"422,422"
6,Std,150,1,0.599,0.332,0.562,"347,768"
7,Std,0,1,0.207,0.176,0.000,"179,613"
7,Std,50,1,0.403,0.188,0.437,"193,084"
7,Std,100,1,0.187,0.390,0.871,"389,748"
7,Std,150,1,0.662,0.295,0.491,"309,802"
1,Std,0,0,0.206,0.073,0.210,"75,894"
1,Std,50,0,0.351,0.177,0.694,"182,594"
1,Std,100,0,0.240,0.387,0.265,"427,115"
1,Std,150,0,0.216,0.289,0.727,"328,008"
2,Std,0,0,0.324,0.152,0.711,"171,377"
2,Std,50,0,0.389,0.358,0.979,"368,886"
2,Std,100,0,0.311,0.136,0.385,"146,657"
2,Std,150,0,0.349,0.103,0.791,"107,725"
3,Std,0,0,0.294,0.064,0.609,"66,445"
3,Std,50,0,0.581,0.222,0.797,"208,427"
3,Std,100,0,0.322,0.225,0.417,"224,026"
3,Std,150,0,0.331,0.206,0.512,"222,623"
4,Std,0,0,0.287,0.159,0.415,"165,533"
4,Std,50,0,0.687,0.208,0.913,"210,544"
4,Std,100,0,0.567,0.252,1.036,"259,979"
4,Std,150,0,0.612,0.337,0.419,"363,022"
5,Std,0,0,0.278,0.178,0.132,"179,551"
5,Std,50,0,0.619,0.395,0.621,"412,463"
5,Std,100,0,0.435,0.380,0.711,"382,593"
5,Std,150,0,0.385,0.327,0.360,"367,836"
6,Std,0,0,0.212,0.243,0.174,"248,579"
6,Std,50,0,0.396,0.513,0.675,"515,131"
6,Std,100,0,0.461,0.457,0.811,"463,389"
6,Std,150,0,0.403,0.398,0.563,"434,996"
7,Std,0,0,0.140,0.222,0.044,"217,904"
7,Std,50,0,0.252,0.301,0.458,"304,745"
7,Std,100,0,0.440,0.285,0.946,"297,676"
7,Std,150,0,0.399,0.369,0.467,"388,776"
1,10%CS,0,0,0.390,0.207,0.298,"204,791"
1,10%CS,50,0,0.418,0.261,0.194,"276,105"
1,10%CS,100,0,0.313,0.227,0.311,"235,942"
1,10%CS,150,0,0.307,0.399,0.302,"406,444"
2,10%CS,0,0,0.454,0.079,0.259,"83,627"
2,10%CS,50,0,0.513,0.152,0.142,"172,727"
2,10%CS,100,0,0.441,0.229,0.347,"238,603"
2,10%CS,150,0,0.443,0.471,0.699,"508,742"
3,10%CS,0,0,0.489,0.178,0.601,"189,297"
3,10%CS,50,0,0.707,0.077,0.088,"81,592"
3,10%CS,100,0,0.524,0.085,0.457,"93,635"
3,10%CS,150,0,0.488,0.090,0.594,"86,630"
4,10%CS,0,0,0.359,0.215,0.696,"229,110"
4,10%CS,50,0,0.414,0.110,0.936,"111,063"
4,10%CS,100,0,0.595,0.125,1.070,"122,880"
4,10%CS,150,0,0.613,0.141,0.676,"149,760"
5,10%CS,0,0,0.181,0.304,0.313,"304,087"
5,10%CS,50,0,0.361,0.253,0.369,"234,455"
5,10%CS,100,0,0.696,0.432,1.018,"452,014"
5,10%CS,150,0,0.505,0.399,0.493,"379,392"
6,10%CS,0,0,0.186,0.321,0.155,"355,154"
6,10%CS,50,0,0.225,0.845,0.599,"900,915"
6,10%CS,100,0,0.614,0.350,0.922,"346,767"
6,10%CS,150,0,0.363,0.394,0.659,"398,541"
7,10%CS,0,0,0.130,0.394,0.106,"407,347"
7,10%CS,50,0,0.180,0.781,0.556,"796,324"
7,10%CS,100,0,0.360,0.586,0.704,"623,616"
7,10%CS,150,0,0.189,0.503,0.614,"468,910"
1,Std,0,0,0.178,0.276,0.103,"284,774"
1,Std,50,0,0.296,0.555,0.662,"567,890"
1,Std,100,0,0.281,0.494,0.193,"493,517"
1,Std,150,0,0.260,0.614,0.684,"635,259"
2,Std,0,0,0.297,0.283,0.551,"279,839"
2,Std,50,0,0.414,0.639,1.123,"647,660"
2,Std,100,0,0.382,0.471,0.312,"476,928"
2,Std,150,0,0.356,0.432,0.703,"431,073"
3,Std,0,0,0.283,0.188,0.379,"177,869"
3,Std,50,0,0.541,0.097,0.775,"97,178"
3,Std,100,0,0.400,0.103,0.432,"117,709"
3,Std,150,0,0.409,0.106,0.511,"114,442"
4,Std,0,0,0.229,0.199,0.209,"202,752"
4,Std,50,0,0.707,0.068,0.937,"74,117"
4,Std,100,0,0.564,0.125,1.093,"138,179"
4,Std,150,0,0.556,0.134,0.413,"150,671"
5,Std,0,0,0.265,0.292,0.151,"326,328"
5,Std,50,0,0.322,0.438,0.651,"409,006"
5,Std,100,0,0.356,0.440,0.668,"455,967"
5,Std,150,0,0.504,0.476,0.354,"443,249"
6,Std,0,0,0.174,0.305,0.091,"313,948"
6,Std,50,0,0.332,0.713,0.655,"706,314"
6,Std,100,0,0.316,0.539,0.742,"542,925"
6,Std,150,0,0.207,0.416,0.588,"430,735"
7,Std,0,0,0.121,0.395,0.094,"389,775"
7,Std,50,0,0.170,0.720,0.471,"726,313"
7,Std,100,0,0.320,0.429,0.715,"413,737"
7,Std,150,0,0.338,0.537,0.481,"533,729"
1,10%CS,0,0,0.311,0.260,0.247,"253,440"
1,10%CS,50,0,0.348,0.453,0.185,"475,341"
1,10%CS,100,0,0.289,0.590,0.277,"606,392"
1,10%CS,150,0,0.257,0.474,0.276,"472,781"
2,10%CS,0,0,0.382,0.262,0.215,"255,324"
2,10%CS,50,0,0.468,0.354,0.144,"385,321"
2,10%CS,100,0,0.381,0.377,0.326,"381,542"
2,10%CS,150,0,0.348,0.367,0.698,"358,420"
3,10%CS,0,0,0.464,0.359,0.533,"347,812"
3,10%CS,50,0,0.583,0.358,0.087,"394,957"
3,10%CS,100,0,0.468,0.287,0.298,"303,636"
3,10%CS,150,0,0.396,0.243,0.532,"248,218"
4,10%CS,0,0,0.342,0.401,0.561,"413,737"
4,10%CS,50,0,0.397,0.482,0.837,"451,727"
4,10%CS,100,0,0.577,0.402,0.988,"427,622"
4,10%CS,150,0,0.538,0.364,0.597,"412,078"
5,10%CS,0,0,0.144,0.439,0.176,"491,295"
5,10%CS,50,0,0.280,0.645,0.312,"632,975"
5,10%CS,100,0,0.610,0.438,0.792,"464,916"
5,10%CS,150,0,0.428,0.398,0.530,"409,006"
6,10%CS,0,0,0.139,0.367,0.133,"386,335"
6,10%CS,50,0,0.172,0.433,0.564,"435,241"
6,10%CS,100,0,0.514,0.567,0.747,"559,104"
6,10%CS,150,0,0.099,0.554,0.637,"585,165"
7,10%CS,0,0,0.099,0.270,0.075,"278,118"
7,10%CS,50,0,0.152,0.294,0.530,"290,447"
7,10%CS,100,0,0.317,0.572,0.484,"593,326"
7,10%CS,150,0,0.135,0.419,0.538,"451,768"
1,Std,0,0,0.152,0.143,0.032,"149,955"
1,Std,50,0,0.248,0.211,0.627,"207,053"
1,Std,100,0,0.229,0.505,0.140,"570,399"
1,Std,150,0,0.208,0.338,0.591,"328,663"
2,Std,0,0,0.257,0.049,0.377,"51,712"
2,Std,50,0,0.383,0.144,1.038,"138,916"
2,Std,100,0,0.348,0.313,0.273,"347,382"
2,Std,150,0,0.325,0.095,0.531,"106,496"
3,Std,0,0,0.250,0.158,0.351,"148,070"
3,Std,50,0,0.457,0.270,0.720,"286,433"
3,Std,100,0,0.360,0.238,0.187,"242,432"
3,Std,150,0,0.344,0.213,0.437,"238,797"
4,Std,0,0,0.188,0.260,0.063,"260,444"
4,Std,50,0,0.644,0.363,0.893,"385,618"
4,Std,100,0,0.520,0.356,1.031,"375,962"
4,Std,150,0,0.523,0.325,0.394,"323,727"
5,Std,0,0,0.263,0.237,0.062,"236,421"
5,Std,50,0,0.293,0.453,0.587,"469,893"
5,Std,100,0,0.288,0.330,0.608,"356,250"
5,Std,150,0,0.427,0.324,0.358,"344,003"
6,Std,0,0,0.145,0.209,0.037,"195,174"
6,Std,50,0,0.261,0.628,0.648,"597,422"
6,Std,100,0,0.270,0.495,0.601,"477,757"
6,Std,150,0,0.177,0.499,0.544,"528,384"
7,Std,0,0,0.079,0.233,0.090,"260,506"
7,Std,50,0,0.141,0.280,0.445,"286,720"
7,Std,100,0,0.268,0.537,0.569,"560,169"
7,Std,150,0,0.297,0.295,0.428,"288,348"
1,10%CS,0,0,0.431,0.146,0.310,"139,489"
1,10%CS,50,0,0.451,0.287,0.198,"297,329"
1,10%CS,100,0,0.361,0.284,0.362,"300,196"
1,10%CS,150,0,0.355,0.387,0.284,"394,445"
2,10%CS,0,0,0.506,0.103,0.312,"106,598"
2,10%CS,50,0,0.542,0.179,0.141,"174,080"
2,10%CS,100,0,0.503,0.293,0.391,"303,514"
2,10%CS,150,0,0.492,0.294,0.805,"301,568"
3,10%CS,0,0,0.499,0.039,0.774,"38,625"
3,10%CS,50,0,0.756,0.230,0.093,"249,651"
3,10%CS,100,0,0.501,0.063,0.617,"60,088"
3,10%CS,150,0,0.536,0.095,0.662,"101,683"
4,10%CS,0,0,0.431,0.135,0.776,"127,498"
4,10%CS,50,0,0.476,0.196,1.003,"188,830"
4,10%CS,100,0,0.646,0.196,1.116,"200,754"
4,10%CS,150,0,0.670,0.156,0.749,"157,539"
5,10%CS,0,0,0.216,0.203,0.414,"215,941"
5,10%CS,50,0,0.395,0.355,0.347,"381,817"
5,10%CS,100,0,0.668,0.240,1.208,"225,735"
5,10%CS,150,0,0.551,0.354,0.545,"330,615"
6,10%CS,0,0,0.210,0.274,0.203,"258,492"
6,10%CS,50,0,0.269,0.475,0.653,"498,296"
6,10%CS,100,0,0.649,0.217,1.087,"229,186"
6,10%CS,150,0,0.455,0.364,0.692,"355,287"
7,10%CS,0,0,0.163,0.309,0.139,"312,831"
7,10%CS,50,0,0.231,0.404,0.629,"399,438"
7,10%CS,100,0,0.450,0.611,1.046,"580,604"
7,10%CS,150,0,0.221,0.446,0.626,"460,621"
1,Std,0,0,0.193,0.211,0.183,"231,434"
1,Std,50,0,0.343,0.184,0.696,"192,849"
1,Std,100,0,0.315,0.368,0.263,"418,184"
1,Std,150,0,0.290,0.294,0.724,"313,986"
2,Std,0,0,0.305,0.143,0.740,"135,530"
2,Std,50,0,0.530,0.185,1.094,"201,613"
2,Std,100,0,0.422,0.368,0.380,"367,164"
2,Std,150,0,0.412,0.299,0.778,"283,181"
3,Std,0,0,0.327,0.073,0.432,"79,201"
3,Std,50,0,0.571,0.165,0.755,"167,868"
3,Std,100,0,0.455,0.386,0.626,"379,802"
3,Std,150,0,0.439,0.309,0.548,"288,566"
4,Std,0,0,0.269,0.117,0.366,"127,549"
4,Std,50,0,0.776,0.326,0.940,"321,454"
4,Std,100,0,0.629,0.102,1.133,"105,984"
4,Std,150,0,0.599,0.142,0.436,"139,919"
5,Std,0,0,0.310,0.065,0.225,"64,616"
5,Std,50,0,0.360,0.199,0.706,"215,484"
5,Std,100,0,0.384,0.177,0.719,"165,964"
5,Std,150,0,0.514,0.200,0.365,"209,292"
6,Std,0,0,0.221,0.133,0.162,"142,366"
6,Std,50,0,0.392,0.207,0.683,"222,057"
6,Std,100,0,0.369,0.148,0.922,"154,298"
6,Std,150,0,0.263,0.321,0.599,"316,882"
7,Std,0,0,0.161,0.150,0.099,"154,545"
7,Std,50,0,0.226,0.368,0.497,"392,867"
7,Std,100,0,0.364,0.155,1.017,"147,890"
7,Std,150,0,0.360,0.322,0.558,"341,793"
0,10%CS,0,1,0.085,0.082,0.170,"78,561"
0,10%CS,50,1,0.275,0.280,0.393,"286,720"
0,10%CS,100,1,0.097,0.102,0.146,"100,352"
0,10%CS,150,1,0.142,0.140,0.103,"137,626"
1,10%CS,0,1,0.268,0.191,0.378,"192,132"
1,10%CS,50,1,0.494,0.274,0.740,"312,042"
1,10%CS,100,1,0.341,0.267,0.267,"271,152"
1,10%CS,150,1,0.350,0.359,0.573,"362,730"
2,10%CS,0,1,0.284,0.120,0.505,"126,610"
2,10%CS,50,1,0.469,0.247,0.679,"264,093"
2,10%CS,100,1,0.347,0.226,0.338,"238,030"
2,10%CS,150,1,0.374,0.419,0.696,"442,940"
3,10%CS,0,1,0.390,0.036,0.396,"38,158"
3,10%CS,50,1,0.580,0.160,0.586,"158,731"
3,10%CS,100,1,0.556,0.170,0.391,"169,693"
3,10%CS,150,1,0.487,0.478,0.566,"513,540"
4,10%CS,0,1,0.348,0.223,0.447,"230,912"
4,10%CS,50,1,0.781,0.169,0.924,"164,659"
4,10%CS,100,1,0.543,0.180,1.149,"174,428"
4,10%CS,150,1,0.476,0.172,0.498,"175,995"
5,10%CS,0,1,0.337,0.293,0.191,"294,298"
5,10%CS,50,1,0.597,0.164,0.453,"163,809"
5,10%CS,100,1,0.520,0.233,0.620,"249,201"
5,10%CS,150,1,0.439,0.253,0.384,"261,888"
6,10%CS,0,1,0.230,0.390,0.130,"358,420"
6,10%CS,50,1,0.505,0.470,0.411,"504,791"
6,10%CS,100,1,0.546,0.496,0.589,"501,596"
6,10%CS,150,1,0.603,0.525,0.552,"501,350"
7,10%CS,0,1,0.117,0.429,0.070,"420,506"
7,10%CS,50,1,0.557,0.996,0.408,"1,003,213"
7,10%CS,100,1,0.577,0.431,0.379,"458,670"
7,10%CS,150,1,0.550,0.598,0.556,"618,086"
0,Std,0,1,0.155,0.444,0.081,"468,285"
0,Std,50,1,0.401,0.876,0.266,"887,439"
0,Std,100,1,0.132,0.816,0.099,"815,104"
0,Std,150,1,0.104,0.584,0.136,"625,265"
1,Std,0,1,0.197,0.364,0.236,"374,170"
1,Std,50,1,0.308,0.659,0.762,"664,351"
1,Std,100,1,0.334,0.693,0.361,"688,507"
1,Std,150,1,0.269,0.497,0.870,"541,563"
2,Std,0,1,0.177,0.351,0.378,"364,585"
2,Std,50,1,0.313,0.847,0.618,"826,972"
2,Std,100,1,0.307,0.644,0.533,"651,571"
2,Std,150,1,0.293,0.555,0.744,"570,757"
3,Std,0,1,0.319,0.223,0.431,"236,995"
3,Std,50,1,0.527,0.182,0.737,"179,159"
3,Std,100,1,0.477,0.181,0.599,"196,895"
3,Std,150,1,0.420,0.181,0.675,"195,338"
4,Std,0,1,0.234,0.293,0.894,"291,021"
4,Std,50,1,0.605,0.129,1.016,"134,185"
4,Std,100,1,0.545,0.283,1.131,"259,891"
4,Std,150,1,0.500,0.287,0.636,"280,924"
5,Std,0,1,0.243,0.380,0.618,"364,861"
5,Std,50,1,0.567,0.607,0.660,"625,459"
5,Std,100,1,0.372,0.525,0.890,"557,507"
5,Std,150,1,0.301,0.516,0.380,"538,583"
6,Std,0,1,0.148,0.352,0.328,"367,135"
6,Std,50,1,0.303,0.915,0.740,"981,811"
6,Std,100,1,0.400,0.660,0.899,"702,208"
6,Std,150,1,0.434,0.568,0.553,"599,265"
7,Std,0,1,0.100,0.494,0.075,"459,141"
7,Std,50,1,0.421,0.903,0.412,"1,009,766"
7,Std,100,1,0.414,0.635,0.792,"620,278"
7,Std,150,1,0.462,0.575,0.506,"621,517"
0,10%CS,0,1,0.039,0.345,0.116,"331,448"
0,10%CS,50,1,0.230,0.572,0.323,"597,524"
0,10%CS,100,1,0.062,0.670,0.105,"769,208"
0,10%CS,150,1,0.100,0.575,0.143,"611,113"
1,10%CS,0,1,0.222,0.352,0.357,"356,250"
1,10%CS,50,1,0.386,0.524,0.672,"537,856"
1,10%CS,100,1,0.280,0.453,0.271,"453,366"
1,10%CS,150,1,0.308,0.480,0.534,"463,012"
2,10%CS,0,1,0.250,0.407,0.517,"409,436"
2,10%CS,50,1,0.383,0.455,0.651,"480,461"
2,10%CS,100,1,0.304,0.348,0.346,"381,911"
2,10%CS,150,1,0.314,0.324,0.696,"312,279"
3,10%CS,0,1,0.329,0.566,0.422,"555,172"
3,10%CS,50,1,0.534,0.583,0.605,"606,986"
3,10%CS,100,1,0.546,0.529,0.356,"527,360"
3,10%CS,150,1,0.454,0.470,0.538,"485,612"
4,10%CS,0,1,0.303,0.493,0.461,"535,675"
4,10%CS,50,1,0.745,0.730,0.981,"762,307"
4,10%CS,100,1,0.457,0.564,1.023,"615,895"
4,10%CS,150,1,0.553,0.554,0.517,"561,807"
5,10%CS,0,1,0.285,0.441,0.053,"447,898"
5,10%CS,50,1,0.503,0.548,0.434,"515,973"
5,10%CS,100,1,0.442,0.669,0.535,"716,268"
5,10%CS,150,1,0.382,0.686,0.357,"684,237"
6,10%CS,0,1,0.171,0.377,0.087,"371,302"
6,10%CS,50,1,0.424,0.413,0.432,"410,542"
6,10%CS,100,1,0.493,0.686,0.471,"724,173"
6,10%CS,150,1,0.552,0.539,0.546,"581,222"
7,10%CS,0,1,0.081,0.215,0.009,"224,379"
7,10%CS,50,1,0.502,0.294,0.368,"280,125"
7,10%CS,100,1,0.544,0.631,0.319,"633,078"
7,10%CS,150,1,0.518,0.422,0.498,"454,595"
0,Std,0,1,0.120,0.162,0.041,"163,512"
0,Std,50,1,0.322,0.234,0.240,"249,446"
0,Std,100,1,0.096,0.451,0.058,"428,032"
0,Std,150,1,0.144,0.208,0.099,"214,221"
1,Std,0,1,0.160,0.198,0.251,"202,998"
1,Std,50,1,0.240,0.396,0.691,"376,668"
1,Std,100,1,0.275,0.310,0.354,"338,821"
1,Std,150,1,0.214,0.296,0.885,"281,846"
2,Std,0,1,0.135,0.333,0.376,"354,478"
2,Std,50,1,0.271,0.529,0.619,"484,864"
2,Std,100,1,0.245,0.431,0.553,"449,126"
2,Std,150,1,0.249,0.422,0.830,"442,982"
3,Std,0,1,0.269,0.312,0.461,"329,318"
3,Std,50,1,0.469,0.631,0.685,"599,962"
3,Std,100,1,0.358,0.409,0.547,"452,209"
3,Std,150,1,0.326,0.414,0.691,"426,639"
4,Std,0,1,0.186,0.270,0.870,"267,837"
4,Std,50,1,0.548,0.760,1.018,"800,256"
4,Std,100,1,0.474,0.611,1.088,"644,403"
4,Std,150,1,0.526,0.603,0.621,"591,667"
5,Std,0,1,0.195,0.335,0.484,"315,228"
5,Std,50,1,0.468,0.407,0.604,"418,202"
5,Std,100,1,0.329,0.621,0.773,"696,883"
5,Std,150,1,0.250,0.377,0.392,"410,522"
6,Std,0,1,0.114,0.212,0.208,"217,620"
6,Std,50,1,0.261,0.348,0.665,"347,996"
6,Std,100,1,0.321,0.354,0.695,"352,051"
6,Std,150,1,0.364,0.501,0.540,"542,597"
7,Std,0,1,0.082,0.151,0.072,"146,688"
7,Std,50,1,0.341,0.231,0.413,"257,311"
7,Std,100,1,0.364,0.407,0.689,"446,423"
7,Std,150,1,0.378,0.378,0.488,"403,046"
0,10%CS,0,1,0.124,0.116,0.208,"124,600"
0,10%CS,50,1,0.311,0.313,0.459,"329,134"
0,10%CS,100,1,0.143,0.147,0.179,"144,507"
0,10%CS,150,1,0.169,0.179,0.078,"166,943"
1,10%CS,0,1,0.334,0.229,0.374,"239,869"
1,10%CS,50,1,0.552,0.201,0.672,"206,644"
1,10%CS,100,1,0.411,0.374,0.266,"401,742"
1,10%CS,150,1,0.415,0.158,0.544,"167,776"
2,10%CS,0,1,0.324,0.339,0.534,"341,018"
2,10%CS,50,1,0.561,0.424,0.675,"388,045"
2,10%CS,100,1,0.400,0.453,0.330,"503,879"
2,10%CS,150,1,0.452,0.459,0.671,"449,779"
